scaffold	type	Quality
NC_033738.1 Cacao mild mosaic virus isolate SCA6, complete genome	lytic	low quality draft
NC_031045.1 Salmonella phage GG32, complete genome	lytic	high quality draft
NC_027984.1 Stx2 converting phage vB_EcoP_24B, complete genome	lysogenic	medium quality draft
NC_027331.1 Citrobacter phage Moon, complete genome	lytic	high quality draft
NC_028791.1 Mycobacterium phage MOOREtheMARYer, complete genome	lytic	low quality draft
NC_011270.1 Mycobacterium phage Spud, complete genome	lytic	high quality draft
NC_051708.1 Mycobacterium phage Seabastian, complete genome	lysogenic	medium quality draft
NC_047712.1 Synechococcus phage ACG-2014f isolate Syn7803C7, complete genome	lytic	high quality draft
NC_047702.1 Uncultured phage_MedDCM-OCT-S35-C6 DNA, complete genome, group G8, isolate: uvMED-CGR-U-MedDCM-OCT-S35-C6	lysogenic	high quality draft
NC_028853.1 Mannheimia phage vB_MhS_535AP2, complete genome	lysogenic	medium quality draft
NC_051610.1 Mycobacterium phage Adephagia, complete sequence	lysogenic	high quality draft
NC_004736.1 Vibrio phage VGJphi, complete genome	lytic	low quality draft
NC_052449.1 Mycobacterium phage NEHalo, complete genome	lytic	high quality draft
NC_048854.1 Streptomyces phage JXY1, complete genome	lytic	medium quality draft
NC_055779.1 Gordonia phage Tangent, complete genome	lytic	low quality draft
NC_054785.1 Mycobacterium phage DarthPhader, complete genome	lytic	high quality draft
NC_052968.1 Synechococcus virus S-ESS1, complete genome	lytic	medium quality draft
NC_019491.1 Cyprinid herpesvirus 1 strain NG-J1, complete genome	lytic	medium quality draft
NC_009016.1 Vibrio phage VP882, complete genome	lytic	medium quality draft
NC_055756.1 CrAssphage sp. isolate ctcc615, complete genome	lytic	low quality draft
NC_041940.1 Arthrobacter phage Glenn, complete genome	lytic	high quality draft
NC_049921.1 Stx1 converting phage AU6Stx1, complete genome	lysogenic	high quality draft
NC_001706.1 Lactococcus phage c2, complete genome	lytic	high quality draft
NC_055909.1 Mycobacterium phage Plumbus, complete genome	lysogenic	medium quality draft
NC_042334.1 Mycobacterium virus Jeffabunny, complete genome	lytic	high quality draft
NC_040635.1 Birch leaf roll-associated virus isolate BpubFin407507, complete genome	lytic	low quality draft
NC_054657.1 Streptomyces phage Salutena, complete genome	lytic	high quality draft
NC_042318.1 Mycobacterium virus Hammer, complete genome	lytic	high quality draft
NC_028965.1 Mycobacterium phage Pioneer, complete genome	lytic	high quality draft
NC_041895.1 Propionibacterium phage G4, complete genome	lysogenic	high quality draft
NC_030935.1 Gordonia phage GRU3, complete genome	lysogenic	low quality draft
NC_031075.1 Lactococcus phage M5938, complete genome	lytic	medium quality draft
NC_031940.1 Salmonella phage 118970_sal3, complete genome	lysogenic	high quality draft
NC_054680.1 Streptomyces phage Goby, complete genome	lytic	high quality draft
NC_042002.1 Arthrobacter phage Abidatro, complete genome	lysogenic	high quality draft
NC_031936.1 Gordonia phage GAL1, complete genome	lysogenic	medium quality draft
NC_049820.1 Shigella virus 2019SD1, complete genome	lytic	high quality draft
NC_041891.1 Propionibacterium phage B22, complete genome	lysogenic	medium quality draft
NC_004306.1 Vibrio phage fs1, complete genome	lytic	medium quality draft
NC_047902.1 Pseudomonas phage PMBT3, complete genome	lytic	high quality draft
NC_054978.1 Staphylococcus phage TEM126, complete sequence	lysogenic	medium quality draft
NC_053241.1 Gordonia phage Ribeye, complete genome	lytic	low quality draft
NC_023743.1 Escherichia phage phiEB49, complete genome	lytic	high quality draft
NC_051612.1 Mycobacterium phage AlishaPH, complete genome	lysogenic	high quality draft
NC_007918.1 His2 virus, complete genome	lytic	low quality draft
NC_031927.1 Synechococcus phage S-CAM7 isolate 0910CC49, complete genome	lytic	high quality draft
NC_055732.1 Gordonia phage Patio, complete genome	lytic	high quality draft
NC_028789.1 Bacillus phage VMY22, complete genome	lytic	high quality draft
NC_047704.1 Uncultured phage_MedDCM-OCT-S45-C18 DNA, complete genome, group G8, isolate: uvMED-CGR-U-MedDCM-OCT-S45-C18	lysogenic	high quality draft
NC_048670.1 Klebsiella phage KPN N137, complete genome	lytic	high quality draft
NC_055753.1 Gordonia phage Rofo, complete genome	lytic	low quality draft
NC_054640.1 UNVERIFIED: Salmonella phage Segz_1, complete genome	lytic	medium quality draft
NC_030949.1 Clostridium phage phiCTC2A, complete genome	lytic	medium quality draft
NC_008197.1 Mycobacterium phage Orion, complete genome	lytic	high quality draft
NC_031938.1 Flavobacterium phage Fpv6, complete genome	lytic	medium quality draft
NC_048788.1 Mycobacterium phage ThetaBob, complete genome	lysogenic	low quality draft
NC_048768.1 Gordonia phage Chelms, complete genome	lytic	high quality draft
NC_041996.1 Serratia phage CHI14, complete genome	lytic	high quality draft
NC_042043.1 Escherichia phage SRT8, complete genome	lytic	high quality draft
NC_048011.1 Salmonella phage S133, complete genome	lytic	high quality draft
NC_005859.1 Enterobacteria phage T5, complete genome	lytic	high quality draft
NC_055721.1 Escherichia phage EcS1 DNA, complete sequence	lytic	high quality draft
NC_022342.1 Propionibacterium phage PHL111M01, complete genome	lytic	high quality draft
NC_041853.1 Mycobacterium phage Marcell, complete genome	lytic	high quality draft
NC_051657.1 Mycobacterium phage Filuzino, complete genome	lysogenic	medium quality draft
NC_055001.1 Lactococcus phage vB_Llc_bIBBAm4, complete genome	lytic	medium quality draft
NC_052995.1 Salmonella phage BPS2, complete genome	lytic	high quality draft
NC_054425.1 Arthrobacter phage MamaPearl, complete genome	lytic	high quality draft
NC_018836.1 Streptomyces phage phiHau3, complete genome	lytic	high quality draft
NC_000924.1 Enterobacteria phage 933W, complete genome	lysogenic	high quality draft
NC_007501.1 Lactobacillus phage Lc-Nu, complete genome	lytic	high quality draft
NC_042093.1 Klebsiella phage Sugarland, complete genome	lytic	high quality draft
NC_007807.1 Pseudomonas phage 119X, complete genome	lytic	medium quality draft
NC_025416.1 Staphylococcus phage MCE-2014, complete genome	lytic	high quality draft
NC_023607.1 Mycobacterium phage 40AC, complete genome	lytic	high quality draft
NC_049480.1 Lactococcus phage CHPC129, complete genome	lytic	low quality draft
NC_019420.1 Edwardsiella phage KF-1 DNA, complete genome	lytic	medium quality draft
NC_051661.1 Mycobacterium phage Galactic, complete genome	lysogenic	medium quality draft
NC_047928.1 Haloarcula hispanica pleomorphic virus 3, complete genome	lytic	low quality draft
NC_040699.1 Drosophila innubila nudivirus isolate DiNV_CH01M, complete genome	lysogenic	low quality draft
NC_030902.1 Gordonia phage GMA1, complete genome	lysogenic	low quality draft
NC_020865.1 Cyanophage KBS-P-1A genomic sequence	lytic	high quality draft
NC_005345.2 Streptomyces phage VWB, complete genome	lysogenic	low quality draft
NC_004831.2 Enterobacteria phage SP6, complete genome	lytic	high quality draft
NC_049823.1 Escherichia phage herni, complete genome	lytic	high quality draft
NC_048792.1 Serratia phage Moabite, complete genome	lytic	high quality draft
NC_004466.2 Pseudomonas aeruginosa phage PaP3, complete genome	lytic	medium quality draft
NC_042122.1 Enterobacter phage Ec_L1, complete genome	lytic	high quality draft
NC_001332.1 Enterobacteria phage I2-2, complete genome	lytic	low quality draft
NC_024359.1 Listeria phage LP-048, complete genome	lytic	high quality draft
NC_028744.1 Mycobacterium phage LadyBird, complete genome	lytic	high quality draft
NC_019419.2 Enterobacteria phage JL1, complete genome	lytic	medium quality draft
NC_026610.2 Vibrio phage VpKK5, complete genome	lytic	high quality draft
NC_015274.1 Streptococcus phage Dp-1, complete genome	lytic	high quality draft
NC_050143.1 Pseudomonas phage datas, complete genome	lytic	high quality draft
NC_005357.1 Bordetella phage BPP-1, complete genome	lysogenic	high quality draft
NC_011056.1 Mycobacterium phage Kostya, complete genome	lysogenic	high quality draft
NC_049437.1 Salmonella phage S118, complete genome	lytic	high quality draft
NC_023697.1 Mycobacterium phage Babsiella, complete genome	lysogenic	medium quality draft
NC_048725.1 Bacillus phage Wes44, complete genome	lytic	medium quality draft
NC_055875.1 CrAssphage cr10_1, complete genome	lytic	medium quality draft
NC_004679.1 Staphylococcus phage phiP68, complete genome	lytic	medium quality draft
NC_001978.3 Bacteriophage phi-C31 complete genome	lytic	high quality draft
NC_049471.1 Arthrobacter phage Lymara, complete genome	lytic	high quality draft
NC_028848.1 Acinetobacter phage Fri1, complete genome	lytic	high quality draft
NC_049397.1 Lactococcus phage 05601, complete genome	lytic	low quality draft
NC_054787.1 Mycobacterium phage Steamy, complete genome	lytic	high quality draft
NC_052999.1 Salmonella phage ER24, complete genome	lytic	high quality draft
NC_055762.1 Gordonia phage Angelicage, complete genome	lytic	low quality draft
NC_048013.1 Salmonella phage S124, complete genome	lytic	high quality draft
NC_048726.1 Bacillus phage BSP38, complete genome	lytic	high quality draft
NC_028817.1 Pseudomonas phage K8, complete genome	lytic	high quality draft
NC_005809.1 Bordetella phage BIP-1, complete genome	lysogenic	high quality draft
NC_024709.1 Ball python nidovirus strain 07-53, complete genome	lytic	low quality draft
NC_007821.1 Enterobacteria phage WA13, complete genome	lytic	low quality draft
NC_055778.1 Gordonia phage Stultus, complete genome	lytic	low quality draft
NC_031933.1 Salmonella phage 118970_sal2, complete genome	lytic	high quality draft
NC_011105.1 Pseudomonas phage PT5, complete genome	lytic	high quality draft
NC_023612.1 Geobacillus phage GBK2, complete genome	lytic	high quality draft
NC_005822.1 Lactococcus phage phiLC3, complete genome	lysogenic	high quality draft
NC_041877.1 Pseudomonas phage SM1, complete genome	lytic	high quality draft
NC_029043.2 Mycobacterium phage SweetiePie, complete genome	lysogenic	high quality draft
NC_048733.1 Microbacterium phage Burro, complete genome	lytic	medium quality draft
NC_021071.1 Cyanophage P-RSM1 genomic sequence	lytic	high quality draft
NC_027985.1 Mycobacterium phage UncleHowie, complete genome	lytic	high quality draft
NC_055051.1 Vibrio phage ND1-fs1 DNA, complete genome	lytic	low quality draft
NC_051642.1 Mycobacterium phage Chuckly, complete genome	lysogenic	medium quality draft
NC_041933.1 Arthrobacter phage Sonny, complete genome	lytic	high quality draft
NC_041861.1 Enterococcus phage VD13, complete genome	lytic	high quality draft
NC_049455.1 Shigella phage MK-13, complete genome	lytic	high quality draft
NC_009237.1 Burkholderia phage phiE255 chromosome, complete genome	lysogenic	medium quality draft
NC_012091.2 Pseudomonas phage phi2954 segment L, complete sequence	lytic	low quality draft
NC_031100.1 Bacillus phage Phrodo, complete genome	lytic	high quality draft
NC_055883.1 CrAssphage cr85_1, complete genome	lytic	low quality draft
NC_042007.1 Acinetobacter phage vB_ApiP_P2, complete genome	lytic	high quality draft
NC_049967.1 Bacillus phage DK1, complete genome	lytic	high quality draft
NC_041987.1 Mycobacterium phage SirDuracell, complete genome	lysogenic	high quality draft
NC_008296.2 Synechococcus phage syn9, complete genome	lytic	high quality draft
NC_041963.1 Rhodobacter phage RcSpartan, complete genome	lytic	high quality draft
NC_028922.1 Mycobacterium phage Cambiare, complete genome	lytic	low quality draft
NC_022094.1 Bacillus phage Wip1, complete genome	lytic	low quality draft
NC_029006.1 Clostridium phage phiCT19406C, complete genome	lytic	medium quality draft
NC_020870.1 Leuconostoc phage phiLN04, complete genome	lytic	medium quality draft
NC_042031.1 Mycobacterium phage Anaya, complete sequence	lysogenic	high quality draft
NC_011589.1 Stenotrophomonas phage S1, complete genome	lysogenic	low quality draft
NC_031060.1 Gordonia phage JSwag, complete genome	lytic	high quality draft
NC_048860.1 Microbacterium phage Arete, complete genome	lytic	low quality draft
NC_042078.1 Shigella phage Sf24, complete genome	lytic	high quality draft
NC_041844.1 Mycobacterium phage Optimus, complete genome	lysogenic	medium quality draft
NC_049478.1 Arthrobacter phage Mufasa8, complete genome	lysogenic	high quality draft
NC_054648.1 Salmonella phage vB_Se_STGO-35-1, complete genome	lytic	high quality draft
NC_048781.1 Salmonella phage vB_SenS_SB13, complete genome	lytic	high quality draft
NC_047836.1 Marinomonas phage CB5A, complete genome	lytic	high quality draft
NC_042326.1 Mycobacterium virus KSSJEB, complete genome	lytic	high quality draft
NC_047827.1 Pseudomonas virus KNP, complete genome	lytic	high quality draft
NC_019930.1 Tetrasphaera phage TJE1, complete genome	lytic	medium quality draft
NC_010147.1 Staphylococcus phage phiMR11, complete genome	lytic	high quality draft
NC_031065.1 Salmonella phage vB_SnwM_CGG4-1, complete genome	lytic	high quality draft
NC_048099.1 Arthrobacter phage Coral, complete genome	lysogenic	medium quality draft
NC_049504.1 Salmonella phage dinky, complete genome	lytic	high quality draft
NC_027358.1 Leuconostoc phage Ln-9, complete genome	lytic	high quality draft
NC_028888.1 Lactobacillus phage CL1, complete genome	lytic	high quality draft
NC_023841.1 Dunaliella viridis virus SI2 genomic sequence	lytic	low quality draft
NC_055820.1 Gordonia phage Sukkupi, complete genome	lytic	high quality draft
NC_031099.1 Gordonia phage Hedwig, complete genome	lysogenic	low quality draft
NC_010342.1 Halomonas phage phiHAP-1, complete genome	lytic	medium quality draft
NC_052663.1 Escherichia phage VEcB, complete genome	lytic	high quality draft
NC_015785.1 Microvirus CA82, complete genome	lytic	low quality draft
NC_030884.1 Sulfolobus islandicus rudivirus 3 isolate SIRV3, complete genome	lytic	low quality draft
NC_047923.1 Escherichia phage HZ2R8, complete genome	lytic	high quality draft
NC_028937.1 Mycobacterium phage Ovechkin, complete genome	lysogenic	medium quality draft
NC_048787.1 Corynebacterium phage Dina, complete genome	lytic	medium quality draft
NC_054957.1 Ralstonia phage Eline, complete genome	lytic	high quality draft
NC_028914.1 Mycobacterium phage Sheen, complete genome	lytic	high quality draft
NC_055833.1 Enterococcus phage nattely, complete genome	lysogenic	high quality draft
NC_008583.1 Staphylococcus phage phinm1, complete genome	lysogenic	high quality draft
NC_002670.1 Lactococcus prophage bIL311, complete genome	lysogenic	low quality draft
NC_015282.1 Synechococcus phage S-SM1, complete genome	lytic	high quality draft
NC_009542.2 Aeromonas phage phiO18P, complete genome	lysogenic	medium quality draft
NC_015281.1 Synechococcus phage S-ShM2, complete genome	lytic	high quality draft
NC_055757.1 Escherichia virus KFS-EC, complete genome	lytic	high quality draft
NC_051716.1 Mycobacterium phage Veteran, complete genome	lysogenic	medium quality draft
NC_048688.1 Paenibacillus phage BN12, complete genome	lysogenic	high quality draft
NC_042100.1 Vibrio phage Aphrodite1, complete genome	lytic	high quality draft
NC_011976.1 Salmonella phage epsilon34, complete genome	lysogenic	high quality draft
NC_049348.1 Lactococcus lactis phage p272, complete genome	lytic	low quality draft
